Term	odds_ratio	Category	SampleID	CpGType	pvalue	EnrichType	-log10(Pval)
PRDM5	1.498	TFBSrm	Clark2018_Argelaguet2019	Positive	6.34e-37	Enrich	26.0
NR3C1	1.182	TFBS	Clark2018_Argelaguet2019	Positive	4.01e-36	Enrich	26.0
SIX2	1.168	TFBS	Clark2018_Argelaguet2019	Positive	4.4500000000000004e-36	Enrich	26.0
NR5A2	1.173	TFBSrm	Clark2018_Argelaguet2019	Positive	8.16e-36	Enrich	26.0
-1	1.260	MetagenePC	Clark2018_Argelaguet2019	Positive	1.03e-35	Enrich	26.0
NCOR2	1.193	TFBS	Clark2018_Argelaguet2019	Positive	2.83e-35	Enrich	26.0
ZFP384	1.216	TFBSrm	Clark2018_Argelaguet2019	Positive	4.32e-35	Enrich	26.0
KDM3A	1.309	TFBSrm	Clark2018_Argelaguet2019	Positive	8.77e-35	Enrich	26.0
H3K3me1	1.128	TFBS	Clark2018_Argelaguet2019	Positive	2.22e-34	Enrich	26.0
CDK7	1.255	TFBS	Clark2018_Argelaguet2019	Positive	3.59e-34	Enrich	26.0
OLIG2	1.156	TFBS	Clark2018_Argelaguet2019	Positive	3.83e-34	Enrich	26.0
H3K4me1	1.228	HM	Clark2018_Argelaguet2019	Positive	4.35e-34	Enrich	26.0
19	1.547	nFlankCG	Clark2018_Argelaguet2019	Positive	8.7e-34	Enrich	26.0
TCF12	1.221	TFBSrm	Clark2018_Argelaguet2019	Positive	8.75e-34	Enrich	26.0
NFIA	1.178	TFBS	Clark2018_Argelaguet2019	Positive	1.3000000000000001e-33	Enrich	26.0
ZMYND8	1.275	TFBS	Clark2018_Argelaguet2019	Positive	1.63e-33	Enrich	26.0
OTX2	1.160	TFBSrm	Clark2018_Argelaguet2019	Positive	2.26e-33	Enrich	26.0
STAG2	1.251	TFBSrm	Clark2018_Argelaguet2019	Positive	2.56e-33	Enrich	26.0
SCGS	1.062	Tetranuc2	Clark2018_Argelaguet2019	Positive	3.08e-33	Enrich	26.0
ATF1	1.175	TFBSrm	Clark2018_Argelaguet2019	Positive	3.12e-33	Enrich	26.0
CREBBP	1.165	TFBS	Clark2018_Argelaguet2019	Positive	4.74e-33	Enrich	26.0
NR6A1	1.171	TFBS	Clark2018_Argelaguet2019	Positive	5.9400000000000005e-33	Enrich	26.0
FOXO1	1.283	TFBS	Clark2018_Argelaguet2019	Positive	6.89e-33	Enrich	26.0
ELF1	1.200	TFBS	Clark2018_Argelaguet2019	Positive	9.510000000000001e-33	Enrich	26.0
ELF1	1.202	TFBSrm	Clark2018_Argelaguet2019	Positive	1.2800000000000002e-32	Enrich	26.0
SNAI1	1.279	TFBSrm	Clark2018_Argelaguet2019	Positive	1.6e-32	Enrich	26.0
ZFP296	1.327	TFBSrm	Clark2018_Argelaguet2019	Positive	2.2600000000000001e-32	Enrich	26.0
CREB3L2	1.217	TFBSrm	Clark2018_Argelaguet2019	Positive	4.12e-32	Enrich	26.0
PTF1A	1.161	TFBSrm	Clark2018_Argelaguet2019	Positive	4.5900000000000003e-32	Enrich	26.0
NOTCH1	1.157	TFBSrm	Clark2018_Argelaguet2019	Positive	5.28e-32	Enrich	26.0
MEIS1	1.155	TFBS	Clark2018_Argelaguet2019	Positive	6.64e-32	Enrich	26.0
NRF1	1.187	TFBSrm	Clark2018_Argelaguet2019	Positive	1.1e-31	Enrich	26.0
FOS	1.205	TFBSrm	Clark2018_Argelaguet2019	Positive	2.17e-31	Enrich	26.0
NKX2-5	1.155	TFBS	Clark2018_Argelaguet2019	Positive	2.1900000000000003e-31	Enrich	26.0
NKX6-1	1.165	TFBS	Clark2018_Argelaguet2019	Positive	2.73e-31	Enrich	26.0
NANOG	1.178	TFBSrm	Clark2018_Argelaguet2019	Positive	3.7800000000000003e-31	Enrich	26.0
BHLHE41	1.289	TFBS	Clark2018_Argelaguet2019	Positive	4.49e-31	Enrich	26.0
SUMO2-3	1.240	TFBSrm	Clark2018_Argelaguet2019	Positive	8.3e-31	Enrich	26.0
ASCL1	1.160	TFBS	Clark2018_Argelaguet2019	Positive	1.5099999999999999e-30	Enrich	26.0
18	1.492	nFlankCG	Clark2018_Argelaguet2019	Positive	3.9699999999999995e-30	Enrich	26.0
LHX6	1.288	TFBSrm	Clark2018_Argelaguet2019	Positive	5.08e-30	Enrich	26.0
14	1.413	nFlankCG	Clark2018_Argelaguet2019	Positive	1.1e-29	Enrich	26.0
23	1.672	nFlankCG	Clark2018_Argelaguet2019	Positive	3.07e-29	Enrich	26.0
MAFB	1.167	TFBS	Clark2018_Argelaguet2019	Positive	3.28e-29	Enrich	26.0
BRD9	1.259	TFBSrm	Clark2018_Argelaguet2019	Positive	4.2800000000000004e-29	Enrich	26.0
ASXL1	1.409	TFBS	Clark2018_Argelaguet2019	Positive	9.47e-29	Enrich	26.0
13	1.386	nFlankCG	Clark2018_Argelaguet2019	Positive	1.07e-28	Enrich	26.0
HNF1A	1.242	TFBSrm	Clark2018_Argelaguet2019	Positive	1.59e-28	Enrich	26.0
LDB1	1.248	TFBSrm	Clark2018_Argelaguet2019	Positive	2.19e-28	Enrich	26.0
TOP1	1.471	TFBS	Clark2018_Argelaguet2019	Positive	3.24e-28	Enrich	26.0
MYF5	1.150	TFBS	Clark2018_Argelaguet2019	Positive	3.72e-28	Enrich	26.0
STAT4	1.173	TFBS	Clark2018_Argelaguet2019	Positive	4.09e-28	Enrich	26.0
TBX6	1.183	TFBSrm	Clark2018_Argelaguet2019	Positive	4.91e-28	Enrich	26.0
CHD7	1.351	TFBS	Clark2018_Argelaguet2019	Positive	7.35e-28	Enrich	26.0
TMPRSS4	1.204	TFBS	Clark2018_Argelaguet2019	Positive	7.43e-28	Enrich	26.0
Low_complexity	1.347	rmsk1	Clark2018_Argelaguet2019	Positive	9.84e-28	Enrich	26.0
Low_complexity	1.347	rmsk2	Clark2018_Argelaguet2019	Positive	9.84e-28	Enrich	26.0
16	1.427	nFlankCG	Clark2018_Argelaguet2019	Positive	1.1200000000000001e-27	Enrich	26.0
CHAF1A	1.295	TFBSrm	Clark2018_Argelaguet2019	Positive	1.8700000000000003e-27	Enrich	26.0
BRD3	1.255	TFBSrm	Clark2018_Argelaguet2019	Positive	3.95e-27	Enrich	26.0
EBF2	1.169	TFBS	Clark2018_Argelaguet2019	Positive	4.1800000000000005e-27	Enrich	26.0
RFX6	1.513	TFBSrm	Clark2018_Argelaguet2019	Positive	4.2100000000000006e-27	Enrich	26.0
20	1.507	nFlankCG	Clark2018_Argelaguet2019	Positive	8.080000000000001e-27	Enrich	26.0
ELL3	1.275	TFBS	Clark2018_Argelaguet2019	Positive	8.16e-27	Enrich	26.0
MYF5	1.146	TFBSrm	Clark2018_Argelaguet2019	Positive	1.27e-26	Enrich	26.0
DNMT3A	1.186	TFBSrm	Clark2018_Argelaguet2019	Positive	1.27e-26	Enrich	26.0
CHD1	1.206	TFBS	Clark2018_Argelaguet2019	Positive	1.64e-26	Enrich	26.0
CBFA2T3	1.273	TFBSrm	Clark2018_Argelaguet2019	Positive	1.6500000000000002e-26	Enrich	26.0
SIN3B	1.543	TFBS	Clark2018_Argelaguet2019	Positive	2.39e-26	Enrich	26.0
HDAC3	1.138	TFBS	Clark2018_Argelaguet2019	Positive	2.64e-26	Enrich	26.0
MLLT3	1.137	TFBS	Clark2018_Argelaguet2019	Positive	3.89e-26	Enrich	26.0
NR1D2	1.196	TFBS	Clark2018_Argelaguet2019	Positive	4.61e-26	Enrich	26.0
SRSF2	1.594	TFBS	Clark2018_Argelaguet2019	Positive	6.59e-26	Enrich	26.0
KDM5B	1.521	TFBS	Clark2018_Argelaguet2019	Positive	6.97e-26	Enrich	26.0
NR1D1	1.164	TFBSrm	Clark2018_Argelaguet2019	Positive	8.710000000000001e-26	Enrich	26.0
HOXB4	1.176	TFBS	Clark2018_Argelaguet2019	Positive	1.14e-25	Enrich	26.0
ESRRB	1.123	TFBSrm	Clark2018_Argelaguet2019	Positive	1.43e-25	Enrich	26.0
PRDM5	1.634	TFBS	Clark2018_Argelaguet2019	Positive	1.77e-25	Enrich	26.0
ETV6	1.185	TFBS	Clark2018_Argelaguet2019	Positive	3.46e-25	Enrich	26.0
21	1.518	nFlankCG	Clark2018_Argelaguet2019	Positive	4.47e-25	Enrich	26.0
OLIG2	1.162	TFBSrm	Clark2018_Argelaguet2019	Positive	2.0199999999999998e-24	Enrich	26.0
PPARG	1.140	TFBS	Clark2018_Argelaguet2019	Positive	2.05e-24	Enrich	26.0
BCL6	1.179	TFBSrm	Clark2018_Argelaguet2019	Positive	2.64e-24	Enrich	26.0
BMI1	1.304	TFBSrm	Clark2018_Argelaguet2019	Positive	2.84e-24	Enrich	26.0
BATF	1.161	TFBSrm	Clark2018_Argelaguet2019	Positive	2.9599999999999997e-24	Enrich	26.0
ZFP24	1.384	TFBSrm	Clark2018_Argelaguet2019	Positive	2.98e-24	Enrich	26.0
SMAD1	1.174	TFBS	Clark2018_Argelaguet2019	Positive	5.1899999999999996e-24	Enrich	26.0
MEIS1	1.133	TFBSrm	Clark2018_Argelaguet2019	Positive	5.2299999999999995e-24	Enrich	26.0
JUND	1.176	TFBSrm	Clark2018_Argelaguet2019	Positive	5.9699999999999996e-24	Enrich	26.0
H3R2me2sK4me3	1.216	HM	Clark2018_Argelaguet2019	Positive	6.199999999999999e-24	Enrich	26.0
BRD1-4	1.356	TFBSrm	Clark2018_Argelaguet2019	Positive	6.589999999999999e-24	Enrich	26.0
PR	1.120	TFBS	Clark2018_Argelaguet2019	Positive	7.379999999999999e-24	Enrich	26.0
DNMT3B	1.198	TFBSrm	Clark2018_Argelaguet2019	Positive	9.54e-24	Enrich	26.0
ATF3	1.179	TFBS	Clark2018_Argelaguet2019	Positive	9.87e-24	Enrich	26.0
CEBPA	1.138	TFBS	Clark2018_Argelaguet2019	Positive	1.2799999999999999e-23	Enrich	26.0
EHF	1.523	TFBS	Clark2018_Argelaguet2019	Positive	1.32e-23	Enrich	26.0
STAT4	1.176	TFBSrm	Clark2018_Argelaguet2019	Positive	2.12e-23	Enrich	26.0
22	1.531	nFlankCG	Clark2018_Argelaguet2019	Positive	3.8099999999999996e-23	Enrich	26.0
IRF8	1.158	TFBS	Clark2018_Argelaguet2019	Positive	4.5599999999999994e-23	Enrich	26.0
BCL6	1.156	TFBS	Clark2018_Argelaguet2019	Positive	6.51e-23	Enrich	26.0
FOXA1	1.163	TFBSrm	Clark2018_Argelaguet2019	Positive	6.559999999999999e-23	Enrich	26.0
HNF4A	1.140	TFBS	Clark2018_Argelaguet2019	Positive	7.789999999999999e-23	Enrich	26.0
NR1H3	1.293	TFBSrm	Clark2018_Argelaguet2019	Positive	8.459999999999999e-23	Enrich	26.0
CEBPB	1.136	TFBS	Clark2018_Argelaguet2019	Positive	1.24e-22	Enrich	26.0
RCOR1	1.130	TFBS	Clark2018_Argelaguet2019	Positive	1.7000000000000002e-22	Enrich	26.0
ZMIZ1	1.258	TFBSrm	Clark2018_Argelaguet2019	Positive	2.22e-22	Enrich	26.0
IRF8	1.165	TFBSrm	Clark2018_Argelaguet2019	Positive	3.5000000000000005e-22	Enrich	26.0
H3K27me1	1.251	HM	Clark2018_Argelaguet2019	Positive	3.91e-22	Enrich	26.0
HNF1B-ESRRG	1.200	TFBSrm	Clark2018_Argelaguet2019	Positive	5.42e-22	Enrich	26.0
15	1.362	nFlankCG	Clark2018_Argelaguet2019	Positive	7.46e-22	Enrich	26.0
SMAD1-5-9	1.200	TFBSrm	Clark2018_Argelaguet2019	Positive	1.6e-21	Enrich	26.0
SMARCC2	1.360	TFBS	Clark2018_Argelaguet2019	Positive	1.86e-21	Enrich	26.0
JUND	1.126	TFBS	Clark2018_Argelaguet2019	Positive	1.9300000000000003e-21	Enrich	26.0
NFIB	1.105	TFBS	Clark2018_Argelaguet2019	Positive	2.13e-21	Enrich	26.0
NFE2L2	1.143	TFBS	Clark2018_Argelaguet2019	Positive	2.2400000000000003e-21	Enrich	26.0
SPI1	1.135	TFBS	Clark2018_Argelaguet2019	Positive	2.33e-21	Enrich	26.0
NR0B2	1.251	TFBS	Clark2018_Argelaguet2019	Positive	5.0600000000000005e-21	Enrich	26.0
STAT6	1.140	TFBSrm	Clark2018_Argelaguet2019	Positive	5.7e-21	Enrich	26.0
SMARCC1	1.138	TFBSrm	Clark2018_Argelaguet2019	Positive	6.930000000000001e-21	Enrich	26.0
AIRE	1.173	TFBSrm	Clark2018_Argelaguet2019	Positive	7.2e-21	Enrich	26.0
PARP14	1.291	TFBS	Clark2018_Argelaguet2019	Positive	7.740000000000001e-21	Enrich	26.0
PPARA	1.125	TFBSrm	Clark2018_Argelaguet2019	Positive	7.97e-21	Enrich	26.0
MYOD1	1.169	TFBSrm	Clark2018_Argelaguet2019	Positive	8.4e-21	Enrich	26.0
CHD2	1.136	TFBS	Clark2018_Argelaguet2019	Positive	1.97e-20	Enrich	26.0
JUN	1.165	TFBSrm	Clark2018_Argelaguet2019	Positive	2.21e-20	Enrich	26.0
TEAD1	1.142	TFBS	Clark2018_Argelaguet2019	Positive	2.56e-20	Enrich	26.0
SPI1	1.166	TFBSrm	Clark2018_Argelaguet2019	Positive	2.58e-20	Enrich	26.0
TLE3	1.212	TFBSrm	Clark2018_Argelaguet2019	Positive	2.62e-20	Enrich	26.0
EBF2	1.172	TFBSrm	Clark2018_Argelaguet2019	Positive	2.91e-20	Enrich	26.0
CDK8	1.177	TFBS	Clark2018_Argelaguet2019	Positive	3.45e-20	Enrich	26.0
EZH1	1.300	TFBS	Clark2018_Argelaguet2019	Positive	8.48e-20	Enrich	26.0
RUVBL1	1.567	TFBS	Clark2018_Argelaguet2019	Positive	1.85e-19	Enrich	26.0
CEBPA	1.163	TFBSrm	Clark2018_Argelaguet2019	Positive	2.38e-19	Enrich	26.0
STAT5A	1.122	TFBS	Clark2018_Argelaguet2019	Positive	6.4e-19	Enrich	26.0
TFAP2A	1.204	TFBSrm	Clark2018_Argelaguet2019	Positive	1.06e-18	Enrich	26.0
RAR	1.185	TFBSrm	Clark2018_Argelaguet2019	Positive	1.35e-18	Enrich	26.0
FOS	1.124	TFBS	Clark2018_Argelaguet2019	Positive	1.69e-18	Enrich	26.0
H2BK5me1	1.360	HM	Clark2018_Argelaguet2019	Positive	1.7e-18	Enrich	26.0
MAZ	1.216	TFBSrm	Clark2018_Argelaguet2019	Positive	4.06e-18	Enrich	26.0
NR1D2	1.146	TFBSrm	Clark2018_Argelaguet2019	Positive	6.35e-18	Enrich	26.0
SIX2	1.113	TFBSrm	Clark2018_Argelaguet2019	Positive	1.09e-17	Enrich	26.0
CTCF	1.157	TFBSrm	Clark2018_Argelaguet2019	Positive	1.6e-17	Enrich	26.0
STAG2	1.158	TFBS	Clark2018_Argelaguet2019	Positive	2.42e-17	Enrich	26.0
KDM3A	1.334	TFBS	Clark2018_Argelaguet2019	Positive	3.61e-17	Enrich	26.0
ELOB	1.278	TFBS	Clark2018_Argelaguet2019	Positive	4.71e-17	Enrich	26.0
PPARA	1.126	TFBS	Clark2018_Argelaguet2019	Positive	4.71e-17	Enrich	26.0
SOX17	1.299	TFBS	Clark2018_Argelaguet2019	Positive	4.87e-17	Enrich	26.0
POLR3A	1.278	TFBS	Clark2018_Argelaguet2019	Positive	5.25e-17	Enrich	26.0
PHOX2A	1.241	TFBSrm	Clark2018_Argelaguet2019	Positive	6.54e-17	Enrich	26.0
CEBPE	1.121	TFBSrm	Clark2018_Argelaguet2019	Positive	7.09e-17	Enrich	26.0
MBD1	1.202	TFBS	Clark2018_Argelaguet2019	Positive	7.95e-17	Enrich	26.0
12	1.259	nFlankCG	Clark2018_Argelaguet2019	Positive	1.08e-16	Enrich	26.0
RARB	1.161	TFBSrm	Clark2018_Argelaguet2019	Positive	1.09e-16	Enrich	26.0
JMJD6	1.250	TFBS	Clark2018_Argelaguet2019	Positive	1.59e-16	Enrich	26.0
CTR9	1.423	TFBS	Clark2018_Argelaguet2019	Positive	1.6e-16	Enrich	26.0
TLE	1.173	TFBS	Clark2018_Argelaguet2019	Positive	2.58e-16	Enrich	26.0
EPOP	1.277	TFBS	Clark2018_Argelaguet2019	Positive	3.22e-16	Enrich	26.0
T	1.157	TFBSrm	Clark2018_Argelaguet2019	Positive	3.66e-16	Enrich	26.0
AR	1.136	TFBS	Clark2018_Argelaguet2019	Positive	4e-16	Enrich	26.0
JUNB	1.125	TFBSrm	Clark2018_Argelaguet2019	Positive	4.83e-16	Enrich	26.0
STAT5A	1.146	TFBSrm	Clark2018_Argelaguet2019	Positive	5.4e-16	Enrich	26.0
commonHMD	1.038	PMD	Clark2018_Argelaguet2019	Positive	6.47e-16	Enrich	26.0
IRF1	1.161	TFBS	Clark2018_Argelaguet2019	Positive	1.08e-15	Enrich	26.0
ELF5	1.117	TFBS	Clark2018_Argelaguet2019	Positive	1.23e-15	Enrich	26.0
ZBTB16	1.134	TFBSrm	Clark2018_Argelaguet2019	Positive	1.39e-15	Enrich	26.0
SOX4	1.230	TFBS	Clark2018_Argelaguet2019	Positive	1.77e-15	Enrich	26.0
PPARG	1.144	TFBSrm	Clark2018_Argelaguet2019	Positive	1.99e-15	Enrich	26.0
ZNF143	1.253	TFBS	Clark2018_Argelaguet2019	Positive	2.94e-15	Enrich	26.0
RAD51	1.326	TFBSrm	Clark2018_Argelaguet2019	Positive	3.04e-15	Enrich	26.0
ETS2	2.408	TFBS	Clark2018_Argelaguet2019	Positive	4.87e-15	Enrich	26.0
MYB	1.138	TFBS	Clark2018_Argelaguet2019	Positive	5.06e-15	Enrich	26.0
CEBPB	1.135	TFBSrm	Clark2018_Argelaguet2019	Positive	5.36e-15	Enrich	26.0
PROX1	1.109	TFBSrm	Clark2018_Argelaguet2019	Positive	1.62e-14	Enrich	26.0
ONECUT2	1.095	TFBS	Clark2018_Argelaguet2019	Positive	2.11e-14	Enrich	26.0
FOSL2	1.102	TFBS	Clark2018_Argelaguet2019	Positive	2.41e-14	Enrich	26.0
THAP11	1.354	TFBSrm	Clark2018_Argelaguet2019	Positive	3.16e-14	Enrich	26.0
H3K36ac	1.330	HM	Clark2018_Argelaguet2019	Positive	4.39e-14	Enrich	26.0
NKX2-2	1.121	TFBSrm	Clark2018_Argelaguet2019	Positive	6.72e-14	Enrich	26.0
NR0B1	1.206	TFBS	Clark2018_Argelaguet2019	Positive	6.95e-14	Enrich	26.0
SIX4	1.172	TFBSrm	Clark2018_Argelaguet2019	Positive	7.75e-14	Enrich	26.0
NR1H3	1.136	TFBS	Clark2018_Argelaguet2019	Positive	7.92e-14	Enrich	26.0
H4K8BU	1.108	TFBS	Clark2018_Argelaguet2019	Positive	8.21e-14	Enrich	26.0
IRF7	1.390	TFBS	Clark2018_Argelaguet2019	Positive	9.52e-14	Enrich	26.0
PAX6	1.115	TFBSrm	Clark2018_Argelaguet2019	Positive	1.15e-13	Enrich	26.0
26	1.595	nFlankCG	Clark2018_Argelaguet2019	Positive	1.15e-13	Enrich	26.0
CEBPE	1.132	TFBS	Clark2018_Argelaguet2019	Positive	1.36e-13	Enrich	26.0
MAFK	1.090	TFBSrm	Clark2018_Argelaguet2019	Positive	1.78e-13	Enrich	26.0
ZBTB16	1.148	TFBS	Clark2018_Argelaguet2019	Positive	1.97e-13	Enrich	26.0
CHD8	1.275	TFBSrm	Clark2018_Argelaguet2019	Positive	2.21e-13	Enrich	26.0
H2AFY2	1.246	HM	Clark2018_Argelaguet2019	Positive	2.79e-13	Enrich	26.0
PHOX2A	1.377	TFBS	Clark2018_Argelaguet2019	Positive	3.88e-13	Enrich	26.0
HOXC9	1.138	TFBS	Clark2018_Argelaguet2019	Positive	4.82e-13	Enrich	26.0
GCGC	1.071	Tetranuc4	Clark2018_Argelaguet2019	Positive	1.01e-12	Enrich	26.0
JMJD6	1.210	TFBSrm	Clark2018_Argelaguet2019	Positive	1.01e-12	Enrich	26.0
MBD2-3	1.598	TFBSrm	Clark2018_Argelaguet2019	Positive	1.94e-12	Enrich	26.0
CCGC	1.048	Tetranuc4	Clark2018_Argelaguet2019	Positive	2.27e-12	Enrich	26.0
BRWD1	2.901	TFBS	Clark2018_Argelaguet2019	Positive	2.89e-12	Enrich	26.0
MAFA	1.600	TFBS	Clark2018_Argelaguet2019	Positive	3.13e-12	Enrich	26.0
RARB	1.422	TFBS	Clark2018_Argelaguet2019	Positive	3.44e-12	Enrich	26.0
HNF1B	1.122	TFBS	Clark2018_Argelaguet2019	Positive	4.46e-12	Enrich	26.0
24	1.435	nFlankCG	Clark2018_Argelaguet2019	Positive	4.46e-12	Enrich	26.0
MYB	1.122	TFBSrm	Clark2018_Argelaguet2019	Positive	4.88e-12	Enrich	26.0
H2AK119ub	1.718	HM	Clark2018_Argelaguet2019	Positive	6.26e-12	Enrich	26.0
NR1H2-3	1.119	TFBSrm	Clark2018_Argelaguet2019	Positive	6.75e-12	Enrich	26.0
MEF2C	1.082	TFBSrm	Clark2018_Argelaguet2019	Positive	7.07e-12	Enrich	26.0
MITF	1.221	TFBS	Clark2018_Argelaguet2019	Positive	1.07e-11	Enrich	26.0
BRD9	1.157	TFBS	Clark2018_Argelaguet2019	Positive	1.27e-11	Enrich	26.0
OBOX1	1.188	TFBS	Clark2018_Argelaguet2019	Positive	1.42e-11	Enrich	26.0
SMCHD1	1.438	TFBS	Clark2018_Argelaguet2019	Positive	1.61e-11	Enrich	26.0
MEF2A	1.079	TFBSrm	Clark2018_Argelaguet2019	Positive	1.67e-11	Enrich	26.0
DMRTB1	1.281	TFBS	Clark2018_Argelaguet2019	Positive	1.99e-11	Enrich	26.0
TAF9B	1.199	TFBS	Clark2018_Argelaguet2019	Positive	2.22e-11	Enrich	26.0
SUMO2	1.194	TFBS	Clark2018_Argelaguet2019	Positive	2.53e-11	Enrich	26.0
SPIB	1.218	TFBS	Clark2018_Argelaguet2019	Positive	2.59e-11	Enrich	26.0
ELF5	1.117	TFBSrm	Clark2018_Argelaguet2019	Positive	4.05e-11	Enrich	26.0
AHR	1.186	TFBSrm	Clark2018_Argelaguet2019	Positive	4.36e-11	Enrich	26.0
POLR3G	1.345	TFBS	Clark2018_Argelaguet2019	Positive	5.25e-11	Enrich	26.0
NSL1	1.209	TFBS	Clark2018_Argelaguet2019	Positive	6.2e-11	Enrich	26.0
27	1.590	nFlankCG	Clark2018_Argelaguet2019	Positive	7.55e-11	Enrich	26.0
CEBPD	1.118	TFBSrm	Clark2018_Argelaguet2019	Positive	8.25e-11	Enrich	26.0
Ubiquitin	1.306	TFBS	Clark2018_Argelaguet2019	Positive	1.17e-10	Enrich	26.0
AUTS2	1.264	TFBS	Clark2018_Argelaguet2019	Positive	1.28e-10	Enrich	26.0
NLRC5	1.212	TFBSrm	Clark2018_Argelaguet2019	Positive	1.57e-10	Enrich	26.0
REST	1.222	TFBS	Clark2018_Argelaguet2019	Positive	1.58e-10	Enrich	26.0
POU3F2	1.175	TFBS	Clark2018_Argelaguet2019	Positive	1.61e-10	Enrich	26.0
FOXA1	1.092	TFBS	Clark2018_Argelaguet2019	Positive	1.67e-10	Enrich	26.0
PKNOX1	1.163	TFBS	Clark2018_Argelaguet2019	Positive	1.8e-10	Enrich	26.0
ETV4	1.218	TFBS	Clark2018_Argelaguet2019	Positive	2.04e-10	Enrich	26.0
FOXO3	1.115	TFBSrm	Clark2018_Argelaguet2019	Positive	2.05e-10	Enrich	26.0
11	1.176	nFlankCG	Clark2018_Argelaguet2019	Positive	2.28e-10	Enrich	26.0
PKNOX1	1.147	TFBSrm	Clark2018_Argelaguet2019	Positive	2.36e-10	Enrich	26.0
SMARCAD1	1.270	TFBS	Clark2018_Argelaguet2019	Positive	2.76e-10	Enrich	26.0
H3R2me2s	1.197	HM	Clark2018_Argelaguet2019	Positive	3.15e-10	Enrich	26.0
TRIM33	1.121	TFBS	Clark2018_Argelaguet2019	Positive	3.49e-10	Enrich	26.0
PHF5A	1.506	TFBS	Clark2018_Argelaguet2019	Positive	4.12e-10	Enrich	26.0
ESR2	1.089	TFBS	Clark2018_Argelaguet2019	Positive	5.51e-10	Enrich	26.0
TAF15	1.200	TFBSrm	Clark2018_Argelaguet2019	Positive	6.04e-10	Enrich	26.0
CRTC2	1.106	TFBSrm	Clark2018_Argelaguet2019	Positive	6.1e-10	Enrich	26.0
RFX2	1.217	TFBS	Clark2018_Argelaguet2019	Positive	7.37e-10	Enrich	26.0
ZKSCAN1	1.135	TFBS	Clark2018_Argelaguet2019	Positive	7.56e-10	Enrich	26.0
RPA1	2.735	TFBSrm	Clark2018_Argelaguet2019	Positive	7.77e-10	Enrich	26.0
RUNX3	1.142	TFBS	Clark2018_Argelaguet2019	Positive	9.71e-10	Enrich	26.0
RFX2	1.184	TFBSrm	Clark2018_Argelaguet2019	Positive	1.25e-09	Enrich	26.0
DMRT1	1.172	TFBS	Clark2018_Argelaguet2019	Positive	1.56e-09	Enrich	26.0
SOX5	2.665	TFBSrm	Clark2018_Argelaguet2019	Positive	1.77e-09	Enrich	26.0
TCF7L1	3.148	TFBSrm	Clark2018_Argelaguet2019	Positive	1.94e-09	Enrich	26.0
CEBPD	1.137	TFBS	Clark2018_Argelaguet2019	Positive	2.1e-09	Enrich	26.0
FOSL2	1.086	TFBSrm	Clark2018_Argelaguet2019	Positive	2.36e-09	Enrich	26.0
DLX3	1.147	TFBS	Clark2018_Argelaguet2019	Positive	2.75e-09	Enrich	26.0
SOX3	1.130	TFBSrm	Clark2018_Argelaguet2019	Positive	3.1e-09	Enrich	26.0
TLE	1.343	TFBSrm	Clark2018_Argelaguet2019	Positive	3.18e-09	Enrich	26.0
SLC5A5	1.669	TFBS	Clark2018_Argelaguet2019	Positive	3.44e-09	Enrich	26.0
TCF7L2	1.160	TFBSrm	Clark2018_Argelaguet2019	Positive	3.53e-09	Enrich	26.0
NEUROD2	1.112	TFBSrm	Clark2018_Argelaguet2019	Positive	5.35e-09	Enrich	26.0
POU2F3	1.144	TFBSrm	Clark2018_Argelaguet2019	Positive	6.07e-09	Enrich	26.0
CHD7	1.217	TFBSrm	Clark2018_Argelaguet2019	Positive	7.97e-09	Enrich	26.0
NLRC5	2.246	TFBS	Clark2018_Argelaguet2019	Positive	8.12e-09	Enrich	26.0
MAFK	1.098	TFBS	Clark2018_Argelaguet2019	Positive	8.25e-09	Enrich	26.0
GLI1	1.377	TFBS	Clark2018_Argelaguet2019	Positive	8.39e-09	Enrich	26.0
ADNP	1.122	TFBSrm	Clark2018_Argelaguet2019	Positive	9.53e-09	Enrich	26.0
PITX1	1.082	TFBSrm	Clark2018_Argelaguet2019	Positive	9.62e-09	Enrich	26.0
MED26	1.540	TFBS	Clark2018_Argelaguet2019	Positive	9.62e-09	Enrich	26.0
NFE2L1	1.236	TFBSrm	Clark2018_Argelaguet2019	Positive	9.87e-09	Enrich	26.0
HOXA9	1.138	TFBS	Clark2018_Argelaguet2019	Positive	1.07e-08	Enrich	26.0
SMAD2	1.240	TFBS	Clark2018_Argelaguet2019	Positive	1.08e-08	Enrich	26.0
9	1.123	nFlankCG	Clark2018_Argelaguet2019	Positive	1.12e-08	Enrich	26.0
Simple_repeat	1.109	rmsk1	Clark2018_Argelaguet2019	Positive	1.16e-08	Enrich	26.0
Simple_repeat	1.109	rmsk2	Clark2018_Argelaguet2019	Positive	1.16e-08	Enrich	26.0
ZNF384	1.070	TFBS	Clark2018_Argelaguet2019	Positive	1.57e-08	Enrich	26.0
28	1.599	nFlankCG	Clark2018_Argelaguet2019	Positive	1.74e-08	Enrich	26.0
NFYA	1.154	TFBS	Clark2018_Argelaguet2019	Positive	1.93e-08	Enrich	26.0
FOSB	1.148	TFBS	Clark2018_Argelaguet2019	Positive	1.95e-08	Enrich	26.0
10	1.139	nFlankCG	Clark2018_Argelaguet2019	Positive	1.97e-08	Enrich	26.0
